2025-10-15 22:39:16,46.4,15,336
2025-10-15 22:39:47,46.6,15,337
2025-10-15 22:40:17,46.9,15,337
2025-10-15 22:40:47,47.6,15,337
2025-10-15 22:41:18,48.1,15,341
2025-10-15 22:41:48,49.6,15,339
2025-10-15 22:42:18,47.4,15,340
2025-10-15 22:42:48,49.2,15,340
2025-10-15 22:43:19,47.6,15,341
2025-10-15 22:43:49,47.8,15,338
2025-10-15 22:44:18,48.6,15,352
2025-10-15 22:44:19,48.9,15,348
2025-10-15 22:44:49,48.2,15,350
2025-10-15 22:44:49,48.2,15,348
2025-10-15 22:45:19,48.5,15,351
2025-10-15 22:45:20,49.0,15,348
2025-10-15 22:45:49,49.8,15,347
2025-10-15 22:45:50,50.6,15,347
2025-10-15 22:46:19,50.8,15,347
2025-10-15 22:46:20,51.3,15,347
2025-10-15 22:46:50,49.0,15,346
2025-10-15 22:46:50,49.0,15,346
2025-10-15 22:47:20,46.9,15,347
2025-10-15 22:47:20,46.9,15,347
2025-10-15 22:47:50,46.9,15,346
2025-10-15 22:47:51,46.9,15,346
2025-10-15 22:48:20,47.0,15,346
2025-10-15 22:48:21,47.0,15,346
2025-10-15 22:48:51,47.1,15,346
2025-10-15 22:48:51,47.1,15,346
2025-10-15 22:49:21,47.0,15,345
2025-10-15 22:49:21,47.0,15,345
2025-10-15 22:49:51,49.4,15,346
2025-10-15 22:49:52,49.4,15,345
2025-10-15 22:50:22,50.9,15,348
2025-10-15 22:50:22,50.6,15,347
2025-10-15 22:50:52,51.0,15,349
2025-10-15 22:50:52,51.0,15,348
2025-10-15 22:51:22,47.5,15,350
2025-10-15 22:51:22,47.5,15,350
2025-10-15 22:51:52,47.7,15,350
2025-10-15 22:51:52,47.7,15,350
2025-10-15 22:52:23,47.7,15,348
2025-10-15 22:52:22,47.7,15,348
2025-10-15 22:52:53,47.5,15,351
2025-10-15 22:52:53,47.5,15,351
2025-10-15 22:53:23,47.5,15,352
2025-10-15 22:53:23,47.5,15,352
2025-10-15 22:53:53,49.5,15,352
2025-10-15 22:53:53,49.5,15,349
2025-10-15 22:54:23,47.8,15,352
2025-10-15 22:54:23,47.8,15,352
2025-10-15 22:54:54,47.4,15,352
2025-10-15 22:54:54,47.4,15,352
2025-10-15 22:55:24,47.5,15,350
2025-10-15 22:55:24,47.5,15,350
2025-10-15 22:55:54,47.5,15,349
2025-10-15 22:55:54,47.5,15,349
2025-10-15 22:56:24,47.6,15,345
2025-10-15 22:56:24,47.6,15,348
2025-10-15 22:56:55,47.6,15,348
2025-10-15 22:56:55,47.6,15,348
2025-10-15 22:57:25,48.4,15,348
2025-10-15 22:57:25,48.4,15,347
2025-10-15 22:57:55,47.2,15,348
2025-10-15 22:57:55,47.2,15,348
2025-10-15 22:58:25,47.2,15,347
2025-10-15 22:58:25,47.2,15,347
2025-10-15 22:58:56,47.9,15,348
2025-10-15 22:58:56,47.9,15,348
2025-10-15 22:59:26,48.4,15,348
2025-10-15 22:59:26,48.4,15,348
2025-10-15 22:59:56,48.3,15,345
2025-10-15 22:59:56,48.3,15,345
2025-10-15 23:00:26,47.5,15,350
2025-10-15 23:00:26,47.5,15,350
2025-10-15 23:00:57,47.6,15,353
2025-10-15 23:00:57,47.6,15,353
2025-10-15 23:01:27,52.7,15,354
2025-10-15 23:01:27,52.7,15,353
